idp;a;veget5;c135
839748 ;7;0;1.05
839748 ;8;A;0.41
840229 ;1;0;0.959
840229 ;2;0;1.211
840229 ;3;0;0.926
840229 ;4;0;1.114
840331 ;1;0;0.602
840331 ;2;0;0.909
840480 ;1;6;
840480 ;2;6;
840480 ;3;6;
840480 ;4;6;
840480 ;5;6;
840480 ;6;6;
840480 ;7;6;
840480 ;8;6;
840480 ;9;6;
840480 ;10;6;
840480 ;11;6;
840480 ;12;6;
841055 ;1;0;0.353
841055 ;2;0;0.518
841055 ;3;0;0.295
841055 ;4;0;0.494
841055 ;5;0;0.309
841055 ;6;0;0.535
841055 ;7;0;0.43
841055 ;8;0;0.459
841055 ;9;0;0.24
841055 ;10;0;0.549
841055 ;11;0;0.427
841055 ;12;0;0.698
841055 ;13;0;0.491
841055 ;14;0;0.74
841055 ;15;0;0.942
841055 ;16;0;0.287
841055 ;17;0;0.386
841055 ;18;0;0.786
841055 ;19;M;0.27
841055 ;20;0;0.258
841055 ;21;0;0.444
841055 ;22;0;0.731
841055 ;23;0;0.395
842651 ;1;0;1.25
842651 ;2;0;1.328
842651 ;3;0;1.103
842651 ;4;M;1.002
842848 ;1;0;1.518
842848 ;2;0;1.49
842848 ;3;0;1.388
842848 ;4;0;1.3
843267 ;1;0;1.292
843267 ;2;0;1.314
843267 ;3;0;1.215
843267 ;4;0;1.229
843444 ;1;6;
843444 ;2;6;
843444 ;3;6;
843444 ;4;6;
844438 ;1;6;
844438 ;2;6;
844438 ;3;6;
844438 ;4;6;
844619 ;1;0;1.654
844619 ;2;0;1.395
844619 ;3;0;1.443
844619 ;4;0;1.627
844619 ;5;0;1.354
844619 ;6;0;1.461
844619 ;7;0;1.338
844619 ;8;0;1.829
844723 ;1;6;
844723 ;2;6;
844723 ;3;0;0.666
844723 ;4;6;
844723 ;5;0;0.895
844723 ;6;0;1.088
844723 ;7;0;0.924
844723 ;8;6;
844837 ;1;M;1.038
844837 ;5;0;0.509
845566 ;1;0;2.463
845566 ;2;0;0.332
845566 ;3;0;0.378
845566 ;4;0;0.332
845566 ;5;0;0.365
845566 ;6;0;0.363
845566 ;7;0;0.365
845566 ;8;0;0.442
845566 ;9;0;0.345
845566 ;12;0;0.304
845566 ;13;0;0.291
845566 ;14;0;0.301
845566 ;15;0;0.322
845566 ;16;0;0.277
845566 ;17;0;0.252
845566 ;18;0;0.891
845566 ;19;0;0.289
845566 ;20;0;0.26
845566 ;21;0;2.048
845566 ;22;0;2.946
845779 ;1;0;0.721
845779 ;2;0;0.913
845779 ;3;0;0.953
845779 ;4;0;0.989
846279 ;1;0;1.386
846279 ;2;0;1.631
846279 ;3;0;1.38
846279 ;4;0;1.601
846279 ;5;0;1.708
846551 ;1;A;1.068
846551 ;2;0;1.566
846551 ;3;6;
846551 ;4;0;1.508
846727 ;1;0;1.513
846727 ;2;0;1.281
846727 ;3;6;
846727 ;4;0;1.515
846765 ;1;0;0.358
846765 ;3;0;1.79
846765 ;4;0;0.4
846765 ;7;0;1.633
846765 ;10;0;2.976
846765 ;11;M;0.323
847017 ;1;N;
847017 ;2;N;
847017 ;3;N;
847017 ;4;N;
847136 ;1;6;
847136 ;2;6;
847136 ;3;6;
847136 ;4;6;
847656 ;1;0;1.2
847656 ;2;0;1.203
847656 ;3;0;1.214
847656 ;4;0;1.284
847912 ;1;0;1.435
847912 ;2;0;1.591
847912 ;3;0;1.286
847912 ;4;0;1.532
848128 ;1;0;1.613
848128 ;2;0;1.488
848128 ;3;0;1.85
848128 ;4;0;1.417
848128 ;5;0;0.319
848128 ;6;0;0.273
848128 ;7;0;0.383
848550 ;1;0;0.781
848550 ;2;0;0.846
848550 ;3;0;0.912
848550 ;4;0;1.011
848653 ;1;6;
848653 ;2;6;
848653 ;3;6;
848653 ;4;0;1.309
848653 ;5;0;0.316
848653 ;6;0;0.543
848653 ;7;A;0.271
848653 ;8;A;0.239
848653 ;9;0;0.576
848653 ;10;0;0.26
848653 ;11;0;0.776
849598 ;1;6;
849598 ;2;6;
849598 ;3;6;
849598 ;4;6;
851428 ;1;0;0.73
851428 ;2;0;0.955
851428 ;3;0;0.944
851428 ;4;0;1.003
851827 ;1;6;
851827 ;2;6;
851827 ;3;6;
852267 ;1;0;1.077
852267 ;2;0;1.386
852267 ;3;0;1.345
852267 ;4;0;1.172
852267 ;5;0;0.405
852267 ;6;0;0.395
852267 ;7;0;0.38
852267 ;8;0;0.551
852267 ;9;0;0.349
852267 ;10;M;0.251
852267 ;11;0;0.376
852690 ;1;0;1.318
852690 ;2;0;0.893
852690 ;3;0;1.123
852690 ;4;0;1.057
852690 ;5;0;1.943
852690 ;6;0;1.897
852690 ;7;0;0.723
852911 ;1;0;0.936
852911 ;2;0;1.093
852911 ;3;0;1.166
852911 ;4;0;1.1
854282 ;1;6;
854282 ;2;6;
854282 ;3;6;
854282 ;4;6;
855014 ;1;M;0.305
855014 ;2;0;0.452
855014 ;3;M;0.28
855014 ;4;M;0.311
855014 ;5;0;0.397
855634 ;1;0;1.19
855634 ;2;0;1.09
855634 ;3;0;1.261
855634 ;4;0;1.214
855717 ;1;0;1.023
855717 ;2;0;0.607
855998 ;1;0;4.041
855998 ;2;0;1.223
855998 ;3;0;1.553
855998 ;4;0;1.857
855998 ;5;0;2.336
855998 ;6;0;1.142
855998 ;7;0;0.61
855998 ;8;0;3.456
855998 ;9;0;0.507
855998 ;10;0;2.127
856697 ;1;0;0.501
856697 ;2;0;0.378
856697 ;3;0;0.352
856697 ;4;0;0.272
856697 ;5;0;0.295
856697 ;6;0;0.433
856697 ;7;0;0.464
856697 ;8;0;0.346
856697 ;9;0;0.256
856697 ;10;0;0.27
856697 ;11;0;2.188
856697 ;12;0;0.299
856697 ;13;0;0.437
856697 ;14;0;0.272
856697 ;15;0;2.449
856697 ;16;0;1.943
856748 ;1;0;1.05
856748 ;2;0;1.007
856748 ;3;0;1.064
856748 ;4;M;0.888
856748 ;5;0;0.358
856748 ;6;0;0.467
856748 ;7;0;0.289
856748 ;8;0;0.301
856748 ;9;0;0.274
856748 ;10;0;0.434
856748 ;11;0;0.495
856748 ;12;0;0.357
856748 ;13;0;0.41
856748 ;14;0;0.271
856748 ;15;0;0.631
856748 ;16;0;0.271
857044 ;1;0;1.04
857044 ;2;0;1.072
857044 ;3;0;1.22
857044 ;4;A;0.559
857068 ;1;0;0.662
857068 ;2;0;0.756
857068 ;3;0;0.704
857068 ;4;0;0.749
857138 ;1;0;0.544
857138 ;2;0;0.568
857138 ;3;0;0.911
857138 ;4;0;0.794
857544 ;1;0;0.736
857544 ;2;0;0.707
857544 ;3;6;
857544 ;4;0;1.094
857797 ;1;0;1.248
857797 ;2;0;1.24
857797 ;3;0;0.589
857797 ;4;0;0.562
857797 ;6;0;0.372
857797 ;7;0;1.128
857797 ;8;0;0.744
857797 ;9;0;1.19
857797 ;10;0;0.484
857797 ;11;0;1.282
857797 ;12;0;1.434
857797 ;13;0;1.375
857797 ;14;0;0.479
857797 ;15;0;0.396
857797 ;16;0;1.446
858639 ;1;6;
858639 ;2;6;
858639 ;3;6;
858639 ;4;6;
859570 ;1;6;
859570 ;2;6;
859570 ;3;6;
859570 ;4;6;
859745 ;1;0;1.13
859745 ;2;0;1.297
859745 ;3;0;1.172
859745 ;4;0;1.706
860834 ;1;0;1.573
860834 ;2;0;1.549
860834 ;3;0;1.588
860915 ;1;0;2.1
860915 ;2;0;1.993
860915 ;3;0;1.929
860915 ;4;0;1.896
861812 ;1;6;
861812 ;2;6;
861812 ;3;6;
861812 ;4;6;
861812 ;5;0;0.544
861812 ;6;0;0.555
861812 ;7;0;0.58
861812 ;8;0;0.438
861812 ;9;0;0.507
861820 ;1;0;1.042
861820 ;2;0;0.977
861820 ;3;0;1.067
861820 ;4;0;1.124
862586 ;1;6;
862586 ;2;6;
862586 ;3;6;
862586 ;4;6;
862790 ;1;6;
862790 ;2;6;
862790 ;3;6;
862790 ;4;6;
862790 ;5;6;
862790 ;6;6;
862790 ;7;6;
862790 ;8;0;0.243
862790 ;9;0;0.368
862790 ;10;6;
862790 ;11;0;0.316
862790 ;12;6;
862790 ;13;6;
863509 ;1;6;
863509 ;2;6;
863509 ;3;6;
863509 ;4;6;
863726 ;1;0;0.432
863726 ;2;0;0.497
863726 ;3;0;0.468
863726 ;4;0;0.418
863726 ;5;0;0.654
863726 ;6;0;0.569
863726 ;7;0;0.509
863726 ;8;0;0.514
863726 ;9;0;0.278
863726 ;10;0;0.516
863726 ;11;0;0.279
863726 ;12;0;0.35
863726 ;13;0;0.585
863726 ;14;0;0.561
863899 ;1;6;
863899 ;2;6;
863899 ;3;6;
863899 ;4;6;
864045 ;1;0;0.809
864178 ;1;0;1.046
864178 ;2;0;1.071
864178 ;3;0;1.024
864178 ;4;0;1.081
864833 ;1;0;1.124
864833 ;2;0;1.14
864833 ;3;0;0.798
864833 ;4;0;1.356
864920 ;1;0;1.808
864920 ;2;0;1.628
864920 ;3;0;1.415
864920 ;4;0;1.467
864920 ;5;A;1.7
865078 ;1;0;1.061
865078 ;2;0;0.884
865078 ;3;0;0.935
865078 ;4;0;1.032
865105 ;1;0;0.947
865105 ;2;0;0.982
865105 ;3;0;1.15
865105 ;4;0;1.177
865424 ;1;0;0.286
865424 ;2;0;0.855
865958 ;1;0;1.083
865958 ;2;0;0.997
865958 ;3;0;0.975
865958 ;4;0;0.843
866721 ;1;0;1.316
866721 ;2;0;1.29
866721 ;3;0;1.109
866721 ;4;0;0.722
866743 ;1;6;
866743 ;2;0;1.842
866743 ;3;6;
866743 ;4;6;
866743 ;5;0;0.417
866743 ;6;0;0.541
866743 ;7;0;0.412
866743 ;8;0;0.501
866743 ;9;6;
867239 ;1;0;1.612
867239 ;2;0;1.642
867239 ;3;0;1.95
867239 ;4;0;2.044
867788 ;1;0;0.704
868374 ;1;0;1.274
868374 ;2;0;1.383
868374 ;3;0;1.153
868374 ;4;0;1.332
868494 ;1;0;1.099
868494 ;2;0;1.15
868494 ;3;0;1.182
868494 ;4;0;1.147
868494 ;5;0;1.462
868494 ;6;0;1.518
868494 ;7;0;1.712
868494 ;8;0;1.459
868494 ;9;0;1.435
868494 ;10;0;1.346
869438 ;1;0;1.583
869438 ;2;0;1.604
869438 ;3;0;1.673
870264 ;1;6;
870264 ;2;6;
870264 ;3;6;
870264 ;4;6;
870264 ;5;6;
870859 ;1;0;1.456
870859 ;2;0;1.748
870859 ;3;0;1.688
870859 ;4;0;1.217
871758 ;1;0;1.148
871758 ;2;0;0.988
872054 ;1;0;1.183
872054 ;2;0;0.878
872054 ;3;0;1.018
872054 ;4;0;1.259
872054 ;5;0;0.695
872054 ;6;0;0.345
872054 ;7;N;
872054 ;8;0;0.328
872054 ;9;0;0.408
872054 ;10;0;1.01
872054 ;11;0;0.381
872054 ;13;0;0.661
872054 ;14;0;1.025
872054 ;15;N;
872054 ;16;0;0.275
872054 ;17;0;0.895
872054 ;18;0;0.41
872054 ;19;0;0.409
872283 ;1;0;1.262
872283 ;2;0;1.171
874565 ;1;6;
874565 ;2;6;
874565 ;3;6;
874565 ;4;6;
875059 ;1;6;
875059 ;2;6;
875059 ;3;6;
875059 ;4;6;
875186 ;1;0;1.682
875186 ;2;0;1.812
875186 ;3;M;1.002
875186 ;4;M;0.624
875186 ;5;0;0.49
875186 ;6;0;0.526
875186 ;7;0;0.31
875186 ;8;0;0.458
875526 ;1;0;0.856
875526 ;2;0;0.892
875526 ;3;0;0.912
875526 ;4;0;0.773
875629 ;1;0;0.638
875629 ;2;0;0.677
875629 ;3;0;0.715
875629 ;4;0;0.682
875698 ;1;6;
875698 ;2;6;
875698 ;3;6;
875698 ;4;6;
875759 ;1;6;
875759 ;2;6;
875759 ;3;6;
875759 ;4;6;
876127 ;1;0;0.794
876127 ;2;M;0.99
876127 ;3;0;0.946
876127 ;4;0;1.013
876127 ;5;0;0.452
876127 ;6;0;0.298
876127 ;7;0;0.255
876127 ;8;0;0.742
876127 ;10;0;0.515
876127 ;11;0;0.261
876127 ;12;0;0.52
876610 ;1;0;0.941
876610 ;2;0;0.971
876610 ;3;0;1.274
876610 ;4;0;1.256
877026 ;1;6;
877026 ;2;6;
877026 ;3;0;1.753
877026 ;4;0;0.255
877026 ;5;0;0.436
877026 ;6;0;0.517
877026 ;7;0;1.662
877026 ;8;6;
877026 ;9;6;
877026 ;10;6;
877293 ;1;0;1.274
877293 ;2;0;0.801
877293 ;3;0;0.931
877293 ;4;0;0.856
877461 ;1;0;1.474
877461 ;2;0;1.028
877461 ;3;6;
877461 ;4;6;
877915 ;1;6;
877915 ;2;6;
877915 ;3;6;
877915 ;4;6;
877978 ;1;6;
877978 ;2;6;
877978 ;3;6;
877978 ;4;6;
877997 ;1;0;1.552
877997 ;2;0;1.68
877997 ;3;0;1.548
877997 ;4;0;1.237
878159 ;1;0;0.781
878159 ;2;0;0.486
878159 ;3;0;0.871
878159 ;4;0;0.806
878164 ;1;0;1.901
878185 ;1;6;
878185 ;2;6;
878185 ;3;6;
878185 ;4;6;
878461 ;1;0;1.168
878461 ;2;0;1.172
878461 ;3;0;0.527
878461 ;4;0;0.832
878592 ;1;0;0.92
878592 ;2;0;1.015
878592 ;3;0;1.031
878592 ;4;0;0.876
878810 ;1;6;
878810 ;2;6;
878810 ;3;6;
878810 ;4;6;
879586 ;1;0;2.964
879586 ;2;0;0.783
879586 ;3;0;1.458
879586 ;4;0;1.046
879586 ;5;0;0.822
879637 ;1;6;
879637 ;2;6;
879637 ;3;6;
879637 ;4;6;
879704 ;1;0;1.271
879704 ;2;0;0.974
879704 ;3;A;0.832
879704 ;4;0;0.471
879704 ;5;0;1.038
879884 ;1;0;0.838
879884 ;2;0;0.875
879884 ;3;0;0.872
879884 ;4;0;0.86
880157 ;1;0;0.718
880220 ;1;0;1.666
880220 ;2;0;1.347
880220 ;3;0;1.527
880220 ;4;0;1.581
880370 ;1;0;0.58
880370 ;2;0;0.559
880370 ;3;0;0.427
880370 ;5;0;0.245
880370 ;6;0;0.583
880370 ;7;0;0.495
880370 ;8;0;0.299
880370 ;9;0;0.426
880370 ;10;0;0.368
880370 ;11;0;0.352
880370 ;12;0;0.51
880370 ;13;0;0.556
880370 ;14;0;0.408
880370 ;15;0;0.59
880370 ;16;0;0.39
880370 ;18;0;0.296
880578 ;1;0;0.714
880578 ;2;0;0.702
880578 ;3;0;0.6
880578 ;4;0;0.669
900367 ;1;6;
900367 ;2;6;
900367 ;3;6;
900367 ;4;6;
900784 ;1;0;0.973
900784 ;2;0;1.235
900784 ;3;0;1.006
900784 ;4;0;1.141
901983 ;1;0;0.767
901983 ;2;0;0.933
902064 ;1;6;
902064 ;2;6;
902064 ;3;6;
902064 ;4;6;
902064 ;5;6;
902064 ;6;6;
902064 ;7;6;
902064 ;8;6;
902064 ;9;6;
902545 ;1;6;
902545 ;2;0;0.565
902545 ;3;0;0.366
902545 ;4;M;0.252
902545 ;5;0;0.428
902545 ;7;1;0.278
902545 ;8;1;0.271
902545 ;9;1;0.299
902545 ;10;0;0.284
903194 ;1;0;1.39
903194 ;2;0;1.383
903194 ;3;0;1.421
903194 ;4;0;1.206
904261 ;1;0;1.632
904261 ;3;0;2.091
905044 ;1;0;1.744
905044 ;2;0;1.426
905044 ;3;0;1.724
905044 ;4;M;1.831
905044 ;5;0;0.276
905044 ;6;0;0.285
905044 ;7;6;
905044 ;8;6;
905044 ;9;6;
905091 ;1;0;1.7
905091 ;2;0;1.533
905091 ;3;0;1.523
905091 ;4;0;1.422
906965 ;1;0;1.271
906965 ;2;0;0.828
906965 ;3;0;0.881
906965 ;4;0;1.034
906965 ;5;0;0.367
906965 ;6;0;0.275
906965 ;7;0;0.292
907167 ;1;0;1.022
907447 ;1;0;1.162
907447 ;2;0;1.102
907447 ;3;0;1.235
907447 ;4;0;1.195
907492 ;1;0;0.318
907492 ;2;6;
907492 ;3;6;
907492 ;4;0;0.35
907492 ;5;0;0.352
907492 ;6;0;0.334
907492 ;7;0;0.347
907843 ;1;0;1.731
907843 ;2;0;1.219
907843 ;3;2;1.844
907843 ;4;0;1.895
907843 ;5;0;0.292
907843 ;6;0;1.384
907843 ;8;0;0.42
907843 ;9;0;0.635
908589 ;1;6;
908589 ;2;6;
908589 ;3;6;
908589 ;4;6;
908589 ;5;6;
908589 ;6;6;
908589 ;7;6;
908589 ;8;6;
908589 ;9;6;
908589 ;10;0;0.951
908589 ;11;0;0.447
908589 ;12;0;0.459
908589 ;14;0;0.595
908589 ;16;M;0.242
908589 ;17;0;0.448
908589 ;18;M;0.262
908589 ;19;M;0.262
908589 ;20;0;0.41
908589 ;21;0;0.389
908589 ;22;0;0.855
908589 ;23;0;0.975
908589 ;24;0;0.662
908589 ;25;0;0.332
908589 ;26;0;0.335
908589 ;27;M;0.27
908649 ;2;0;0.727
908649 ;4;0;0.823
908780 ;1;0;1.242
908780 ;2;M;1.155
908780 ;3;0;1.344
910188 ;1;6;
910188 ;2;6;
910188 ;3;6;
910188 ;4;6;
910725 ;1;0;0.87
910725 ;2;0;1.149
910725 ;3;0;0.822
910725 ;4;0;0.96
910934 ;1;6;
910934 ;2;6;
910934 ;3;6;
910934 ;4;6;
912153 ;1;6;
912153 ;2;6;
912153 ;3;6;
912153 ;4;6;
912213 ;1;0;1.352
912213 ;2;0;1.251
912213 ;3;0;1.19
912213 ;4;0;1.354
912311 ;1;0;1.652
912311 ;2;0;1.89
912311 ;3;0;2.041
912311 ;4;M;1.45
912315 ;1;0;1.349
912315 ;2;0;1.42
912315 ;3;0;1.192
912315 ;4;0;1.359
912331 ;1;6;
912331 ;2;6;
912331 ;3;6;
912331 ;4;6;
912331 ;5;6;
912849 ;1;0;0.92
912849 ;2;0;0.932
913314 ;1;0;0.763
913314 ;2;0;0.518
913314 ;3;0;0.634
913314 ;4;0;0.613
913314 ;5;0;0.414
913314 ;6;0;0.418
913314 ;7;0;0.357
913314 ;8;0;0.398
913314 ;9;0;0.302
913425 ;1;0;0.61
913425 ;2;0;0.386
913425 ;3;0;0.986
913425 ;4;0;0.623
913712 ;1;0;1.118
913712 ;2;0;1.118
913712 ;3;0;1.165
913712 ;4;0;1.117
914185 ;1;0;1.068
914185 ;2;0;0.844
914185 ;3;0;1.535
914185 ;4;0;0.924
914212 ;1;0;1.08
914212 ;2;0;1.09
914212 ;3;0;1.09
914212 ;4;0;1.02
914475 ;1;0;1.101
914475 ;2;0;0.787
914475 ;3;0;1.266
914475 ;4;0;1.132
914475 ;5;0;1.095
914475 ;6;0;0.585
914565 ;1;0;0.988
914565 ;2;0;0.867
914565 ;3;0;0.706
915030 ;1;6;
915030 ;2;0;0.486
915030 ;3;6;
915030 ;4;6;
915030 ;5;0;0.431
915030 ;6;6;
915803 ;1;0;1.313
915803 ;2;0;1.602
915803 ;3;0;1.369
915803 ;4;0;1.826
915803 ;5;0;0.309
915803 ;6;0;0.401
915803 ;7;0;1.011
915803 ;8;0;0.309
915803 ;9;0;0.275
915803 ;10;0;2.066
915803 ;11;0;1.502
916590 ;1;6;
916590 ;2;6;
916590 ;3;6;
916590 ;4;6;
917032 ;1;0;0.48
917032 ;2;0;0.58
917032 ;3;0;1.521
917032 ;4;0;0.654
917270 ;1;0;1.299
917270 ;2;0;1.244
917270 ;3;0;1.294
917270 ;4;0;1.116
917552 ;1;0;1.061
917552 ;2;0;1.101
917552 ;3;0;1.103
917552 ;4;0;1.258
917804 ;1;6;
917804 ;2;6;
917804 ;3;6;
917804 ;4;6;
918422 ;1;6;
918422 ;2;6;
919051 ;1;6;
919051 ;2;0;1.408
919051 ;3;0;1.23
919051 ;4;0;0.986
919051 ;5;M;0.557
919051 ;6;0;1.345
919051 ;7;0;1.415
919051 ;8;0;1.482
919051 ;9;0;1.403
919051 ;10;0;0.635
919051 ;12;0;1.616
919051 ;14;0;1.466
919051 ;15;M;0.867
919051 ;16;M;0.58
919051 ;17;0;1.24
919051 ;19;0;0.679
919051 ;20;0;1.476
919051 ;21;0;1.241
919051 ;22;0;0.424
919051 ;23;0;1.375
919075 ;1;6;
919075 ;2;6;
919075 ;3;6;
919075 ;4;6;
919075 ;5;6;
919075 ;6;6;
919075 ;7;6;
919165 ;1;6;
919165 ;2;6;
919165 ;3;6;
919165 ;4;6;
919712 ;1;0;1.69
919712 ;2;0;1.764
919712 ;3;0;1.792
919712 ;4;0;1.712
919712 ;5;0;0.524
919712 ;6;0;0.922
920497 ;1;0;1.341
920497 ;2;6;
920497 ;3;6;
920497 ;4;0;1.313
920508 ;1;6;
920508 ;2;6;
920508 ;3;6;
920508 ;4;6;
921096 ;1;0;0.39
921096 ;2;0;0.251
921096 ;3;0;0.374
921096 ;4;0;0.368
921096 ;5;0;0.364
921096 ;6;0;0.27
921096 ;7;0;1.314
921582 ;1;0;0.876
921582 ;2;0;1.324
921582 ;3;0;0.972
921582 ;4;0;1.203
921610 ;1;0;1.139
921610 ;2;0;1.195
921610 ;3;6;
921610 ;4;0;1.965
921610 ;5;0;0.255
921610 ;6;0;0.314
921610 ;7;0;0.842
921610 ;8;0;0.344
921610 ;9;0;0.395
921882 ;1;0;1.777
921882 ;2;0;1.611
921882 ;3;0;1.881
921882 ;4;0;2.193
921882 ;5;0;0.329
921882 ;6;0;0.423
921882 ;7;0;0.479
921882 ;8;0;0.798
921882 ;9;0;0.287
921882 ;10;0;0.907
921882 ;11;0;0.356
921882 ;12;0;0.253
921882 ;13;0;0.365
921882 ;14;0;0.862
922436 ;1;0;1.99
922436 ;2;0;1.789
922436 ;3;0;1.793
922436 ;4;0;1.717
922451 ;1;0;1.812
922451 ;2;0;1.735
922451 ;3;0;1.748
922451 ;4;0;1.519
922695 ;1;6;
922695 ;2;6;
922695 ;3;6;
922695 ;4;6;
923517 ;1;0;1.204
923517 ;2;0;1.212
923517 ;3;0;1.243
923517 ;4;0;1.075
923581 ;1;0;0.469
923581 ;2;0;0.468
923581 ;3;0;0.369
923581 ;4;0;0.583
923581 ;5;0;0.362
923581 ;6;0;0.388
923581 ;7;0;0.478
923581 ;8;0;0.456
923581 ;9;0;0.354
923581 ;10;0;0.408
923581 ;11;0;0.385
923645 ;1;6;
923645 ;2;6;
923645 ;3;6;
923645 ;4;6;
924430 ;1;6;
924430 ;2;6;
924430 ;3;6;
924430 ;4;6;
924430 ;5;6;
924430 ;6;6;
924430 ;7;6;
924430 ;8;6;
924430 ;9;6;
924430 ;10;6;
924757 ;1;0;0.949
924757 ;2;0;0.954
924757 ;3;0;0.902
924757 ;4;0;1.018
925455 ;1;0;1.412
925455 ;2;0;1.191
925455 ;3;0;1.3
925455 ;4;0;1.008
925848 ;1;M;1.201
925848 ;2;0;0.774
925848 ;3;0;0.839
925848 ;4;M;1.25
925848 ;5;0;0.292
926054 ;1;0;0.813
926054 ;2;0;1.068
926054 ;3;0;1.404
926054 ;4;0;1.521
926054 ;5;0;0.406
926054 ;6;0;0.329
926054 ;7;0;0.301
926202 ;1;0;1.112
926202 ;2;0;1.195
926202 ;3;0;1.085
926202 ;4;0;1.172
926229 ;1;0;1.521
926229 ;2;0;1.43
926229 ;3;0;1.425
926229 ;4;6;
926406 ;1;0;0.602
926406 ;4;0;0.643
926442 ;1;6;
926442 ;2;6;
926442 ;3;6;
926442 ;4;6;
926596 ;1;0;1.196
926596 ;2;0;1.194
926596 ;3;0;1.168
926596 ;4;0;1.158
926644 ;1;0;1.392
926644 ;2;1;1.85
926644 ;4;0;1.554
926907 ;1;0;0.837
926907 ;2;0;0.992
926907 ;3;0;0.856
926942 ;1;6;
926942 ;2;6;
926942 ;3;6;
926942 ;4;6;
926942 ;5;6;
926942 ;6;6;
926942 ;7;6;
926942 ;8;6;
926942 ;9;0;1.214
926942 ;10;0;1.742
926948 ;1;6;
926948 ;2;6;
926948 ;3;6;
926948 ;4;6;
927118 ;1;6;
927118 ;2;6;
927118 ;3;6;
927118 ;4;6;
927118 ;5;0;1.268
927629 ;1;0;1.57
927629 ;2;0;1.215
927629 ;3;0;1.335
927629 ;4;0;1.648
928551 ;1;0;1.366
928551 ;2;0;1.44
928551 ;3;0;1.344
928551 ;4;0;1.264
929007 ;1;0;0.817
929395 ;1;6;
929395 ;2;6;
929395 ;3;6;
929395 ;4;6;
929598 ;1;0;1.351
929598 ;2;0;1.315
929598 ;3;0;1.208
929598 ;4;0;1.526
929760 ;1;N;
929760 ;2;N;
929760 ;3;N;
929760 ;4;N;
930090 ;1;0;1.075
930090 ;2;0;0.936
930090 ;3;0;0.805
930090 ;4;0;0.702
930465 ;1;0;1.765
930465 ;2;0;1.55
930465 ;3;0;1.481
930515 ;1;6;
930515 ;2;6;
930515 ;3;6;
930515 ;4;6;
930546 ;1;6;
930546 ;2;6;
930546 ;3;6;
930546 ;4;6;
930923 ;1;0;1.968
930923 ;2;0;1.854
930923 ;3;0;1.461
930923 ;4;0;1.907
931042 ;1;0;0.655
931042 ;2;0;0.69
931042 ;3;0;0.29
931042 ;4;0;0.61
931042 ;5;0;0.335
931042 ;6;M;0.318
931042 ;7;0;1.35
931042 ;8;0;0.48
931042 ;9;0;0.73
931042 ;10;0;0.549
931042 ;11;0;0.317
931042 ;12;0;0.363
931042 ;13;0;1.012
931042 ;14;0;0.603
931042 ;15;M;0.272
931042 ;16;0;0.503
931042 ;17;0;0.483
931042 ;18;M;0.28
931042 ;19;0;0.45
931042 ;20;0;0.409
931042 ;21;0;0.353
931042 ;22;0;0.466
931042 ;23;0;0.86
931119 ;1;M;0.772
931119 ;2;0;1.11
931871 ;1;6;
931871 ;2;6;
931871 ;3;6;
931871 ;4;6;
932259 ;1;6;
932259 ;2;6;
932259 ;3;6;
932259 ;5;6;
932259 ;6;0;0.408
932259 ;9;6;
932259 ;10;6;
932259 ;11;6;
932574 ;1;0;2.028
932574 ;2;0;1.8
932574 ;3;0;1.897
932574 ;4;0;2.25
932574 ;5;0;0.282
932574 ;6;0;0.342
932574 ;7;0;0.275
932574 ;8;0;0.279
932574 ;9;0;0.535
932574 ;11;0;0.315
932574 ;12;0;0.282
932574 ;13;0;0.328
932574 ;14;M;0.47
932574 ;15;M;0.47
932574 ;16;0;0.272
932574 ;17;0;0.327
932574 ;18;2;1.226
932601 ;1;6;
932601 ;2;6;
932601 ;3;6;
932601 ;4;6;
932652 ;1;0;1.125
932652 ;2;0;1.076
932652 ;3;0;1.129
932652 ;4;0;1.031
933083 ;1;0;0.954
933343 ;1;0;1.345
933343 ;2;0;1.364
933343 ;3;0;1.42
933343 ;4;0;1.355
933559 ;1;0;1.9
933559 ;2;0;1.82
933559 ;3;0;1.417
933559 ;4;0;1.653
933697 ;1;0;1.84
933697 ;2;0;1.887
933697 ;5;0;0.307
933697 ;6;0;0.251
933697 ;7;0;0.286
933697 ;8;0;0.315
933697 ;9;0;0.355
933697 ;10;0;0.414
933697 ;11;0;1.472
933697 ;12;0;0.301
933697 ;13;0;0.417
933697 ;14;0;0.395
933697 ;15;0;0.367
934288 ;1;6;
934288 ;2;6;
934288 ;3;6;
934288 ;4;6;
934803 ;1;M;0.835
934803 ;2;0;1.056
934803 ;3;0;1.244
934803 ;4;0;0.955
935398 ;1;0;0.876
935398 ;2;0;1.028
935398 ;3;0;1.103
935398 ;4;0;0.868
935398 ;5;0;0.379
935398 ;6;0;0.281
935398 ;7;0;0.279
935398 ;8;0;0.259
935398 ;9;0;0.427
935404 ;1;6;
935404 ;2;6;
935404 ;3;6;
935404 ;4;6;
935629 ;1;6;
935629 ;2;6;
935629 ;3;6;
935629 ;4;6;
935992 ;1;6;
935992 ;2;6;
935992 ;3;6;
935992 ;4;6;
935992 ;5;6;
935992 ;6;6;
935992 ;7;6;
935992 ;8;6;
936121 ;2;6;
936121 ;3;6;
936121 ;4;6;
936179 ;1;0;1.464
936796 ;1;0;1.031
936796 ;2;0;1.041
