idp;a;veget5;c135
565872 ;7;6;
565872 ;8;6;
565872 ;9;6;
565872 ;10;6;
565872 ;11;6;
565872 ;12;6;
565872 ;13;6;
565872 ;14;6;
566115 ;1;0;0.95
566115 ;2;0;1.09
566115 ;3;0;0.81
566115 ;4;0;0.76
566161 ;1;0;1.68
566161 ;2;0;1.61
566161 ;3;0;1.62
566161 ;4;0;1.33
566161 ;5;0;0.68
566161 ;6;0;0.72
566161 ;7;0;2.11
566161 ;8;0;0.27
566161 ;9;0;0.28
566161 ;10;0;0.41
566161 ;11;0;0.4
566161 ;12;0;0.29
566161 ;13;0;0.38
566161 ;14;0;0.4
566161 ;15;0;0.27
566161 ;16;0;0.28
566266 ;1;0;1.87
566266 ;2;0;1.71
566266 ;3;0;0.46
566266 ;4;0;0.27
566266 ;5;0;0.42
566266 ;6;0;0.38
566399 ;1;0;1.46
566399 ;2;0;1.41
566399 ;3;0;1.38
566399 ;4;0;1.49
566719 ;1;0;0.85
566719 ;2;0;1.2
566719 ;3;0;0.88
566719 ;4;0;0.95
566853 ;1;0;1.06
566853 ;2;0;1.49
566853 ;3;M;1.41
566853 ;4;0;1.22
566880 ;1;6;
566880 ;2;6;
566880 ;3;6;
566880 ;4;6;
566880 ;5;6;
566880 ;6;6;
566880 ;7;6;
566880 ;8;6;
567617 ;1;0;1.24
567617 ;2;0;1.19
567617 ;3;0;1.16
567617 ;4;0;1.2
567822 ;1;0;1
567822 ;2;0;0.93
567822 ;3;0;0.93
567822 ;4;0;1.17
567822 ;5;0;0.32
567822 ;6;0;0.36
567822 ;7;0;0.29
567822 ;8;0;0.4
567822 ;9;0;0.57
567822 ;10;M;0.5
567832 ;1;6;
567832 ;2;6;
567832 ;3;6;
567832 ;4;6;
567832 ;5;6;
567832 ;6;6;
567938 ;1;0;0.72
567938 ;2;0;0.77
567938 ;3;M;0.66
567938 ;4;0;0.76
568113 ;1;0;1.68
568113 ;2;0;2.03
568113 ;3;0;2.22
568113 ;4;0;1.03
568113 ;5;0;0.94
568113 ;6;0;0.58
568113 ;7;0;0.87
568113 ;8;0;0.81
568113 ;9;0;0.9
568113 ;10;0;0.94
568113 ;11;0;0.34
568113 ;12;0;0.44
568113 ;13;0;1.06
568291 ;1;0;1.33
568291 ;2;0;0.86
568291 ;3;0;1.04
568291 ;4;0;1.56
568430 ;1;0;1.2
568430 ;2;0;2.27
568430 ;3;0;2.03
568430 ;4;0;1.57
568430 ;5;0;1.51
568430 ;6;0;1.84
568430 ;7;0;1.61
568430 ;8;M;0.95
568574 ;1;0;0.64
568574 ;2;0;0.63
568574 ;3;0;0.68
570059 ;1;6;
570059 ;2;6;
570059 ;3;6;
570059 ;4;6;
570615 ;1;0;1.36
570615 ;2;0;1.06
570615 ;3;6;
570615 ;4;6;
570784 ;1;0;1.43
570883 ;1;N;
570883 ;2;N;
570883 ;3;N;
570883 ;4;N;
570883 ;5;N;
570883 ;6;N;
570909 ;1;6;
570909 ;2;6;
570909 ;3;6;
570909 ;4;6;
570977 ;1;6;
570977 ;2;6;
570977 ;3;6;
570977 ;4;6;
570977 ;5;6;
570977 ;6;6;
571221 ;1;A;1.4
571221 ;2;0;1.3
571221 ;3;0;1.31
571221 ;4;0;1.62
571221 ;5;0;0.34
571221 ;6;0;0.28
571221 ;7;0;0.39
571236 ;1;0;0.68
571236 ;2;0;0.91
571236 ;3;0;1.27
571236 ;4;A;0.91
571236 ;5;0;0.34
571236 ;6;0;0.68
571236 ;7;0;0.45
571236 ;8;0;0.42
571236 ;9;0;0.3
571236 ;10;0;0.4
571236 ;11;0;0.39
571236 ;12;0;0.38
571773 ;1;0;0.64
571773 ;2;0;1.02
571773 ;3;0;1.1
571773 ;4;0;0.74
571996 ;1;6;
571996 ;2;6;
571996 ;3;6;
571996 ;4;6;
571996 ;5;6;
571996 ;6;6;
571996 ;7;6;
571996 ;8;6;
572193 ;1;0;0.62
572193 ;2;0;0.75
572193 ;3;0;0.73
572193 ;4;0;0.56
573643 ;1;6;
573643 ;2;6;
573643 ;3;6;
573643 ;4;6;
573773 ;1;0;1.01
573773 ;2;0;1.02
574171 ;1;0;1.25
574171 ;2;0;1.18
574171 ;3;0;1.36
574171 ;4;0;1.18
574584 ;1;0;1.52
574584 ;2;0;1.34
574584 ;3;0;1.59
574584 ;4;0;1.48
574808 ;1;0;1.18
574808 ;2;0;1.22
574808 ;3;0;1.23
574808 ;4;0;1.27
575510 ;1;0;1.2
575510 ;2;0;1.45
575510 ;3;0;0.47
575510 ;4;0;1.05
575510 ;5;0;1.48
575510 ;6;0;0.98
575691 ;1;0;0.54
575691 ;2;0;0.96
575691 ;3;0;0.82
575691 ;4;0;1.38
575691 ;5;0;1.18
575691 ;6;0;1.06
575691 ;7;0;1.42
575691 ;8;0;1.52
575691 ;9;0;1.05
575691 ;10;0;1.02
575829 ;1;0;1.62
575829 ;2;0;1.35
575829 ;3;0;1.76
575829 ;4;0;1.84
575829 ;5;0;0.48
575829 ;6;0;0.31
575829 ;7;0;0.78
575829 ;8;A;0.47
575829 ;9;0;0.31
575829 ;10;0;0.6
575829 ;11;0;0.5
575845 ;1;6;
575845 ;2;6;
575845 ;3;6;
575845 ;4;6;
575845 ;5;6;
575845 ;6;6;
575845 ;7;6;
575845 ;8;6;
575845 ;9;6;
575845 ;11;6;
575845 ;12;6;
575845 ;13;6;
575845 ;14;6;
575845 ;15;6;
575845 ;16;6;
575845 ;17;6;
575949 ;1;6;
575949 ;2;6;
575949 ;3;6;
575949 ;4;6;
575961 ;1;N;
575961 ;2;N;
575961 ;3;N;
576658 ;1;0;1.67
576658 ;2;0;0.37
576658 ;3;0;0.44
576658 ;4;0;0.26
576658 ;5;0;0.47
576658 ;6;0;0.6
577112 ;1;0;0.7
577112 ;2;0;0.57
577112 ;3;0;0.72
577112 ;4;0;0.99
577450 ;1;0;1.1
577450 ;2;0;1.32
577450 ;3;0;1.73
577450 ;4;0;1.23
577450 ;5;0;1.12
577450 ;6;0;1.2
577515 ;1;0;0.91
577515 ;2;0;0.92
577515 ;3;0;0.95
577515 ;4;0;0.97
577569 ;1;0;1.12
577569 ;2;0;0.65
577569 ;3;0;0.9
577569 ;4;0;1.02
577569 ;5;0;0.41
577569 ;6;0;0.39
577569 ;7;0;0.39
577569 ;8;0;0.44
577569 ;9;0;0.3
578096 ;1;0;1.26
578096 ;2;0;2.57
578096 ;3;0;3.68
578096 ;4;0;1.5
578096 ;5;0;1.55
578096 ;6;0;1.46
578669 ;1;0;1.79
578669 ;2;0;1.87
578669 ;3;0;1.52
578669 ;4;0;1.13
578669 ;5;0;0.71
578669 ;6;0;0.67
578669 ;7;0;0.29
578669 ;9;0;0.42
578669 ;10;0;0.56
578669 ;11;0;0.53
578669 ;12;0;2.31
578669 ;13;0;0.62
578968 ;1;0;1.53
578968 ;2;0;1.36
578968 ;3;0;1.34
578968 ;4;0;1.33
578968 ;5;6;
578968 ;8;6;
578968 ;10;6;
579170 ;1;0;1.61
579170 ;2;0;1.08
579170 ;3;0;1.02
579203 ;1;0;1.06
579203 ;2;0;1.31
579203 ;3;0;1.58
579203 ;4;0;1.6
579203 ;5;0;1.24
579203 ;6;0;1.24
579306 ;1;0;2.33
579306 ;2;0;0.44
579306 ;3;0;0.46
579306 ;4;0;1.77
579306 ;5;0;0.44
579306 ;6;0;0.76
579306 ;7;0;2.13
579306 ;8;6;
579306 ;9;6;
579306 ;10;0;1.62
579306 ;11;0;0.3
579306 ;12;0;0.28
579306 ;13;0;2.96
579306 ;15;0;0.49
579306 ;16;0;0.29
579306 ;17;0;0.93
579306 ;18;0;0.38
579306 ;19;0;0.27
579306 ;20;0;1.86
579306 ;21;0;0.34
579306 ;22;0;0.6
579306 ;23;0;0.99
579306 ;24;0;0.47
579306 ;25;0;0.33
579306 ;26;0;2.5
579414 ;1;0;1.57
579414 ;2;0;1.29
579414 ;3;0;1.44
579414 ;4;0;1.75
579600 ;1;0;0.94
579600 ;2;A;0.86
579641 ;1;0;0.72
580045 ;1;6;
580045 ;2;6;
580045 ;3;6;
580045 ;4;6;
580424 ;1;0;0.59
580424 ;2;M;0.27
580424 ;3;M;0.38
580427 ;1;6;
580427 ;2;6;
580427 ;3;6;
580427 ;4;6;
581178 ;1;6;
581178 ;2;6;
581178 ;3;6;
581178 ;4;6;
581507 ;1;0;1.47
581507 ;2;0;2.25
581507 ;3;0;1.32
581507 ;4;0;0.37
581507 ;5;0;1.57
581507 ;6;0;0.45
581507 ;7;0;1.91
581507 ;8;0;0.87
581507 ;9;0;1.68
581507 ;10;0;0.68
581507 ;11;0;1.54
581507 ;12;0;0.46
581507 ;13;0;1.52
581507 ;14;0;1.34
581766 ;1;0;1.61
581766 ;2;0;1.57
581766 ;3;0;1.29
581766 ;4;0;1.52
581766 ;5;0;1.61
581981 ;1;6;
581981 ;2;6;
581981 ;3;6;
581981 ;4;6;
582128 ;1;0;1
582128 ;2;0;1
582128 ;3;0;1.13
582128 ;4;0;1.11
582741 ;1;N;
582741 ;2;M;0.99
582994 ;1;0;0.7
582994 ;2;0;0.75
582994 ;3;0;0.68
582994 ;4;0;0.74
582994 ;5;0;0.36
582994 ;6;0;0.56
582994 ;7;0;0.41
582994 ;8;0;0.46
583032 ;1;0;0.61
583032 ;2;0;0.65
583032 ;3;0;0.62
583032 ;4;0;0.65
583083 ;1;0;1.48
583083 ;2;0;0.33
583083 ;3;0;1.43
583083 ;4;M;0.4
583083 ;5;M;0.31
583083 ;6;A;0.28
583083 ;7;A;0.36
583083 ;8;A;0.27
583083 ;9;0;0.28
583083 ;10;M;0.25
583083 ;11;0;0.53
583083 ;12;A;0.3
583083 ;13;0;0.49
583083 ;14;M;0.32
583083 ;15;0;1.54
583083 ;17;A;0.24
583083 ;18;0;0.35
583083 ;19;0;0.51
583083 ;20;0;1.77
583083 ;21;0;0.53
583083 ;22;0;0.56
583083 ;23;0;0.47
583083 ;24;0;1.33
583198 ;1;0;1.43
583198 ;2;0;1.41
583198 ;3;0;1.27
583198 ;4;0;1.3
583440 ;1;0;0.96
583440 ;2;0;1
583440 ;3;0;1.11
583440 ;4;0;1.01
584012 ;1;0;0.84
584012 ;2;0;0.63
600088 ;1;0;0.84
600088 ;2;0;0.34
600088 ;3;0;0.58
600088 ;5;0;0.8
600088 ;6;0;0.88
600088 ;7;0;1.46
600088 ;8;0;1.34
600088 ;9;0;0.79
600088 ;11;0;0.33
600088 ;12;0;0.81
600088 ;13;0;1.68
600167 ;1;0;1
600167 ;2;0;1
600167 ;3;0;0.74
600414 ;1;6;
600414 ;2;6;
600414 ;3;6;
600414 ;4;6;
600588 ;1;0;1.19
600588 ;2;0;1.28
600588 ;3;0;0.83
600588 ;4;0;1.18
600707 ;1;0;1.06
600707 ;2;0;1.03
600707 ;3;0;1.09
600707 ;4;0;1.21
601371 ;1;0;1.3
601371 ;2;0;1.39
601371 ;3;0;1.25
601371 ;4;0;1.38
601371 ;5;0;0.28
601619 ;1;0;1.15
601619 ;2;0;0.65
601619 ;3;0;0.71
601619 ;4;0;1.13
601976 ;1;6;
601976 ;2;6;
601976 ;3;6;
601976 ;4;6;
602117 ;1;0;1.02
602117 ;2;0;1.15
602117 ;3;0;1.3
602117 ;4;0;1.24
602596 ;1;6;
602596 ;2;6;
602596 ;3;6;
602596 ;4;6;
602631 ;1;6;
602631 ;2;6;
602631 ;3;6;
602631 ;4;6;
603692 ;1;0;1.21
603692 ;2;0;1.3
603692 ;3;0;1.01
603922 ;1;0;1.36
603922 ;2;0;1.09
603922 ;3;0;0.9
603922 ;4;0;0.98
604362 ;1;0;1.1
604362 ;2;0;1.15
604362 ;3;0;0.82
604362 ;4;0;0.9
604725 ;1;6;
604725 ;2;6;
604725 ;3;6;
604725 ;4;6;
605228 ;1;6;
605228 ;2;6;
605228 ;3;6;
605228 ;4;6;
605294 ;1;0;1.42
605294 ;2;0;1.23
605294 ;3;0;1.17
605294 ;4;0;1.19
606322 ;1;0;1.21
606322 ;2;0;1.26
606322 ;3;0;1.51
606322 ;4;0;1.33
606702 ;1;0;0.52
606702 ;2;0;1.01
606702 ;3;0;1.13
606702 ;4;0;1.07
606820 ;1;0;0.99
606820 ;2;N;
606820 ;3;M;0.68
606820 ;4;0;0.78
606820 ;5;0;1.56
607026 ;1;0;1.54
607026 ;2;0;1.46
607026 ;3;0;1.41
607026 ;4;0;0.97
607026 ;5;0;1.37
607026 ;7;0;0.33
607026 ;8;0;0.33
607026 ;9;0;0.29
607026 ;10;0;0.25
607106 ;1;6;
607106 ;2;6;
607106 ;3;6;
607106 ;4;6;
607106 ;5;6;
607212 ;1;6;
607212 ;2;6;
607212 ;3;6;
607212 ;4;6;
607789 ;1;6;
607789 ;2;6;
607789 ;3;6;
607789 ;4;6;
607884 ;1;0;1.02
607884 ;2;0;1.06
607884 ;3;0;1.27
607884 ;4;0;1.2
608117 ;1;0;0.5
608117 ;2;M;0.49
608117 ;3;0;0.41
608117 ;4;0;0.88
608240 ;1;6;
608250 ;1;0;1.53
608250 ;2;0;1.37
608250 ;3;0;0.26
608250 ;4;0;0.25
608250 ;5;0;1.56
608250 ;6;0;0.37
608250 ;7;0;0.73
608250 ;8;0;0.25
608250 ;9;0;1.37
608250 ;10;0;0.86
608250 ;11;0;1.85
608471 ;1;0;1.2
608471 ;2;0;1.18
608471 ;3;0;1.17
608471 ;4;0;1.11
608609 ;1;0;1.37
608609 ;2;6;
608609 ;3;0;1.19
608609 ;4;0;1.48
609107 ;1;6;
609107 ;2;6;
609107 ;3;6;
609107 ;4;6;
609107 ;5;6;
609107 ;6;6;
609107 ;7;6;
609185 ;1;6;
609185 ;2;6;
609185 ;3;6;
609185 ;4;6;
609287 ;1;6;
609287 ;2;6;
609287 ;3;6;
609287 ;4;6;
609287 ;5;6;
609287 ;6;6;
609339 ;1;0;1.07
609339 ;2;0;3.02
609339 ;3;0;1.21
609339 ;4;0;1.52
609339 ;5;0;2.16
609526 ;1;6;
609526 ;2;6;
609526 ;3;6;
609526 ;4;6;
609727 ;1;0;0.92
609727 ;2;0;0.53
609727 ;3;0;1.1
609727 ;4;0;0.44
609727 ;5;0;0.42
609727 ;6;0;0.55
609727 ;7;0;0.49
609727 ;8;0;0.71
609727 ;9;0;0.43
609727 ;10;0;0.36
609727 ;11;0;0.35
609727 ;12;0;0.45
609727 ;13;0;0.45
609727 ;14;M;0.4
609727 ;15;0;0.89
609727 ;16;0;0.37
609727 ;17;0;0.47
609727 ;18;0;0.78
609727 ;19;0;0.47
609727 ;20;0;0.66
609727 ;21;0;0.28
609779 ;1;0;0.31
609779 ;2;6;
609779 ;3;6;
609779 ;4;6;
609779 ;8;0;0.43
609779 ;9;0;0.58
609779 ;10;0;0.91
609779 ;11;0;0.76
609779 ;12;0;1.58
609779 ;14;0;2.01
609779 ;15;0;0.79
609779 ;16;0;0.46
609779 ;17;0;0.44
609779 ;18;0;0.38
609779 ;19;6;
609779 ;21;0;0.38
609814 ;1;0;0.48
609814 ;2;0;0.67
609814 ;3;0;0.77
609814 ;4;0;0.66
609868 ;1;6;
609868 ;2;6;
609868 ;3;6;
609868 ;4;6;
609868 ;5;6;
609868 ;6;6;
609868 ;7;6;
610303 ;1;0;0.74
610303 ;2;0;0.78
610303 ;3;0;0.83
610303 ;4;0;0.79
610628 ;1;A;1.11
610628 ;2;0;0.52
610628 ;3;M;1.52
610628 ;4;0;1.19
610628 ;5;0;0.34
610628 ;6;0;1.87
610906 ;1;0;1.04
610906 ;2;0;0.92
610906 ;3;0;0.73
610906 ;4;0;0.93
610906 ;5;0;1.4
611071 ;1;6;
611071 ;3;6;
611071 ;4;6;
611071 ;6;6;
611071 ;7;6;
611071 ;10;6;
611071 ;11;6;
611071 ;12;6;
611071 ;13;6;
611071 ;14;6;
611071 ;15;6;
611428 ;1;0;1.39
611428 ;2;0;1.43
611428 ;3;0;1.64
611428 ;4;0;1.63
611654 ;1;0;1.25
611654 ;2;0;1.3
611654 ;3;0;1.18
611654 ;4;0;1.33
611912 ;1;0;0.88
611912 ;2;0;0.91
611912 ;3;0;0.88
611912 ;4;0;0.94
612007 ;1;0;1.12
612007 ;2;0;0.84
612007 ;3;0;1.08
612007 ;4;0;0.95
612164 ;1;6;
612164 ;2;6;
612164 ;3;6;
612164 ;4;6;
612164 ;6;6;
612164 ;7;6;
612164 ;8;6;
612829 ;2;0;1.49
612829 ;3;0;1.9
612829 ;4;0;1.95
612829 ;5;0;1.28
612829 ;6;0;1.69
612829 ;7;A;1.65
612829 ;9;0;1.63
612829 ;11;0;1.82
612829 ;12;0;1.84
613193 ;1;0;1.42
613193 ;2;0;1.4
613193 ;3;0;1.5
613193 ;4;0;1.49
613200 ;1;0;1.46
613200 ;2;0;0.98
613200 ;3;0;0.87
613200 ;4;0;0.87
613200 ;5;0;1.96
613200 ;6;0;0.77
613200 ;7;0;0.75
613200 ;8;0;1.36
613200 ;9;0;0.57
613470 ;1;0;1.54
613534 ;1;0;1.54
613534 ;2;0;1.36
613534 ;3;0;1.41
613534 ;4;0;1.55
613798 ;1;6;
613798 ;2;6;
613798 ;3;6;
613798 ;4;6;
614764 ;1;0;1
614764 ;2;0;1.1
614764 ;3;0;0.56
614764 ;4;0;0.86
614764 ;5;0;0.27
614764 ;6;0;0.52
614764 ;7;0;0.3
615247 ;1;0;1.41
615247 ;2;0;0.92
615247 ;3;0;1.25
615247 ;4;0;0.72
615325 ;1;M;0.84
615325 ;2;M;0.47
615325 ;4;0;1.22
615325 ;5;0;0.3
615325 ;6;0;0.31
615325 ;7;0;0.48
615325 ;8;0;0.32
615761 ;1;0;0.64
615761 ;3;0;0.59
615761 ;4;0;0.67
615954 ;1;6;
615954 ;2;6;
615954 ;3;6;
615954 ;4;6;
615954 ;5;6;
615954 ;6;6;
615954 ;7;6;
615954 ;8;6;
615954 ;9;6;
616135 ;1;0;0.92
616135 ;2;0;1.1
616135 ;3;0;0.74
616135 ;4;0;0.6
616135 ;5;0;0.33
616135 ;6;0;0.31
616135 ;7;0;0.28
616135 ;8;0;0.31
616135 ;9;0;0.36
616135 ;10;0;0.31
616215 ;1;0;1.58
616215 ;2;0;1.27
616215 ;3;0;1.3
616215 ;4;0;1.41
616779 ;1;0;1.27
616779 ;2;0;1.36
616779 ;3;0;1.35
616779 ;4;0;1.23
617607 ;1;0;0.45
617607 ;2;6;
617607 ;3;6;
617607 ;4;0;1
617607 ;5;0;0.55
617607 ;7;0;0.58
617607 ;8;0;0.5
617607 ;9;0;0.47
617607 ;10;0;0.25
617607 ;13;0;0.3
617607 ;14;0;0.29
617607 ;15;0;0.92
617607 ;18;M;0.33
617607 ;19;0;1.1
617607 ;20;0;1.14
617607 ;21;M;0.42
617607 ;23;6;
617812 ;1;0;1.15
617812 ;2;0;1.25
617812 ;3;0;1.01
617812 ;4;0;0.97
618025 ;1;0;0.59
618025 ;3;0;0.55
618025 ;4;0;0.87
618025 ;5;0;0.61
618139 ;1;6;
618139 ;2;6;
618139 ;3;6;
618139 ;4;6;
618400 ;1;6;
618400 ;2;6;
618400 ;3;6;
618400 ;4;6;
618400 ;5;0;0.74
618400 ;6;0;0.95
618484 ;1;6;
618484 ;2;6;
618484 ;3;0;1.01
618484 ;4;0;1.18
618484 ;5;0;1.18
618484 ;6;0;1.24
618633 ;1;6;
618633 ;2;6;
618633 ;3;6;
618633 ;4;6;
619560 ;1;0;0.77
620071 ;1;0;1.42
620071 ;2;0;1.09
620071 ;3;0;0.91
620071 ;4;0;0.99
620071 ;5;0;0.55
620071 ;6;0;0.41
620071 ;7;0;0.49
620071 ;8;0;0.53
620071 ;9;0;0.35
620071 ;10;0;0.51
620250 ;1;0;1.3
620250 ;2;0;1.27
620250 ;3;0;1.59
620250 ;4;0;1.78
620897 ;1;0;1.4
620897 ;2;0;1.57
620897 ;3;0;1.52
620897 ;4;0;1.6
621336 ;1;0;0.93
621336 ;2;0;0.74
621336 ;3;0;0.88
621336 ;4;0;0.53
621628 ;1;0;1.14
621628 ;2;0;0.99
621628 ;3;0;0.92
621628 ;4;0;0.94
623084 ;1;6;
623084 ;2;6;
623084 ;3;6;
623084 ;4;6;
623568 ;1;0;1.32
623568 ;2;0;1.22
623568 ;3;0;0.77
623568 ;4;M;0.83
623756 ;1;0;1.86
623756 ;2;0;2.15
623756 ;3;0;3.05
623756 ;4;0;1.2
623862 ;1;6;
623862 ;2;6;
623862 ;3;6;
623862 ;4;6;
623878 ;1;0;2
623878 ;2;0;2.07
623878 ;3;0;2.11
623878 ;4;0;1.53
625614 ;1;0;1.31
625614 ;2;0;1.36
625614 ;3;0;1.46
625614 ;4;0;1.43
625614 ;5;0;1.33
625614 ;6;0;1.34
625917 ;1;6;
626118 ;1;6;
626118 ;2;6;
626118 ;3;6;
626118 ;4;6;
626206 ;1;0;2.25
626206 ;2;0;1.02
626206 ;3;0;0.88
626206 ;4;0;0.96
626447 ;1;0;1.38
626447 ;2;0;1.46
626447 ;3;0;1.52
626447 ;4;0;1.41
626447 ;5;6;
626447 ;6;6;
626447 ;8;0;0.3
626447 ;9;0;0.32
626447 ;10;0;0.3
626447 ;11;0;0.31
626447 ;12;0;0.26
626447 ;13;0;0.56
627050 ;1;0;1.28
627050 ;2;0;1.4
627050 ;3;0;1.4
627050 ;4;0;1.25
627288 ;1;0;1.19
627288 ;2;0;0.98
627288 ;3;0;1.08
627288 ;4;0;0.82
627671 ;1;N;
627671 ;2;N;
627671 ;3;N;
627671 ;4;N;
628427 ;1;6;
628427 ;2;6;
628427 ;3;6;
628427 ;4;6;
628635 ;1;0;1.59
628635 ;2;0;1.63
628635 ;3;0;1.47
628635 ;4;0;1.59
628635 ;5;0;0.64
628635 ;6;0;0.76
628635 ;7;0;0.42
628635 ;8;0;0.86
628635 ;9;0;0.31
628635 ;10;0;0.65
628642 ;1;0;0.94
628642 ;2;0;0.61
628642 ;3;0;0.65
628642 ;4;0;0.85
628642 ;5;0;0.85
629472 ;1;0;0.34
629472 ;2;0;0.45
629472 ;3;0;0.58
630560 ;1;6;
630560 ;2;6;
630560 ;3;6;
630560 ;4;6;
630602 ;1;0;1.5
630624 ;1;0;1.47
630624 ;2;0;1.28
630624 ;3;0;1.14
630624 ;4;0;1.57
630624 ;5;0;0.41
630624 ;6;0;1.3
630624 ;8;0;0.31
630624 ;9;M;0.56
630624 ;11;0;1.08
630624 ;12;0;1.05
630624 ;13;0;0.95
630624 ;14;0;0.78
630724 ;1;6;
630724 ;2;6;
630724 ;3;6;
630728 ;1;6;
630728 ;2;6;
630728 ;3;6;
630728 ;4;6;
631363 ;1;6;
631363 ;2;6;
631363 ;3;6;
631363 ;4;6;
631737 ;1;6;
631737 ;2;6;
631737 ;3;6;
631737 ;4;6;
631737 ;5;6;
631737 ;6;6;
631737 ;7;6;
631737 ;8;6;
631737 ;9;6;
631737 ;10;6;
631737 ;11;6;
631812 ;1;0;0.8
631812 ;2;0;0.92
631812 ;3;0;0.86
631812 ;4;0;0.82
631981 ;1;0;1.02
631981 ;2;0;1.1
631981 ;3;0;1.08
631981 ;4;0;1.12
632192 ;1;6;
632192 ;2;6;
632192 ;3;6;
632192 ;4;6;
633264 ;1;0;0.95
633264 ;2;0;0.95
633264 ;3;0;0.98
633264 ;4;0;1.03
633702 ;1;6;
633702 ;2;6;
633702 ;3;6;
633702 ;4;6;
633970 ;1;0;0.85
633970 ;2;0;0.73
633970 ;3;0;0.69
633970 ;4;0;0.48
633970 ;5;0;0.55
633970 ;6;0;0.62
633970 ;7;0;0.75
633970 ;8;0;0.39
633970 ;9;0;1.21
633970 ;10;A;0.86
634669 ;1;0;0.87
634669 ;2;0;0.95
634669 ;3;0;1.03
634669 ;4;0;0.91
634669 ;5;0;0.43
634669 ;6;0;0.65
634669 ;7;N;
634669 ;8;N;
634687 ;1;0;1.51
634687 ;2;6;
634687 ;3;6;
634687 ;4;6;
634687 ;5;0;0.45
634687 ;6;0;0.31
634687 ;7;0;0.28
634687 ;8;0;1.78
634687 ;9;0;0.27
634687 ;10;0;0.48
634687 ;11;0;0.3
634687 ;12;0;0.27
634687 ;13;0;1.66
634687 ;14;M;0.28
634687 ;16;0;0.39
634687 ;17;0;2.01
634687 ;18;0;2.54
634687 ;19;0;3.05
634687 ;20;0;0.55
634687 ;21;0;0.49
634687 ;22;0;0.44
634687 ;23;0;0.49
634780 ;1;0;1.49
634780 ;2;0;1.51
634780 ;3;0;1.41
634780 ;4;0;1.27
634780 ;5;6;
634780 ;6;6;
634780 ;7;6;
634780 ;8;6;
634780 ;9;6;
634780 ;10;6;
634780 ;11;6;
634780 ;12;6;
634780 ;13;M;0.25
634780 ;14;6;
634780 ;15;6;
634780 ;16;6;
634780 ;17;6;
634780 ;18;6;
634840 ;1;0;1.02
634840 ;2;0;0.88
635265 ;1;6;
635265 ;2;6;
635265 ;3;6;
635265 ;4;6;
636072 ;1;6;
636072 ;2;6;
636072 ;3;6;
636072 ;4;6;
636401 ;1;6;
636401 ;2;6;
636401 ;3;6;
636401 ;4;6;
636526 ;1;0;0.36
636526 ;2;0;0.35
636526 ;3;0;1.07
636738 ;1;0;1.48
636738 ;2;0;1.48
636738 ;3;0;1.51
636738 ;4;0;1.54
637067 ;1;0;0.79
637067 ;2;0;0.56
637067 ;3;0;0.84
637067 ;4;0;0.83
637460 ;1;0;0.53
637460 ;2;0;0.84
637460 ;3;0;0.62
637460 ;4;0;0.9
637491 ;1;0;0.69
637491 ;2;0;1.33
637491 ;3;0;0.79
637491 ;4;0;1.23
637544 ;1;0;1.06
637544 ;2;0;1.06
637544 ;3;0;1.03
637544 ;4;0;0.99
637635 ;1;0;1.38
637635 ;2;0;1.34
637635 ;3;0;1.17
637635 ;4;0;1.31
639015 ;1;6;
639015 ;2;6;
639015 ;3;6;
639015 ;4;6;
639218 ;1;0;0.91
639218 ;2;0;0.66
639218 ;3;0;0.65
639218 ;4;0;0.44
639218 ;5;0;0.81
639218 ;6;0;0.27
639218 ;7;0;0.33
639218 ;8;0;0.9
639218 ;10;0;1.45
639218 ;11;M;0.58
639218 ;12;0;0.29
639218 ;13;0;0.47
639218 ;14;0;0.48
639218 ;15;0;0.51
639218 ;16;0;0.31
639218 ;17;0;0.82
639430 ;1;6;
639430 ;2;6;
639430 ;3;6;
639430 ;4;6;
639574 ;1;0;1.22
639574 ;2;0;1.02
639574 ;3;0;1.08
640002 ;1;0;0.55
640002 ;5;0;0.59
640420 ;1;0;1.96
640420 ;2;0;1.46
640420 ;3;0;1.58
640420 ;4;0;2.13
640420 ;5;0;0.46
640420 ;6;0;0.35
640420 ;7;0;0.32
640420 ;8;M;0.25
640420 ;9;A;0.32
640420 ;10;0;1.47
640420 ;11;0;0.26
640420 ;12;0;0.31
640420 ;13;M;0.25
640420 ;14;0;0.3
640420 ;15;0;0.38
640420 ;16;0;0.4
640420 ;17;0;1.59
640420 ;18;0;0.37
640678 ;1;0;0.48
640678 ;2;0;0.91
640678 ;3;0;0.73
640817 ;1;6;
640817 ;2;6;
640817 ;3;6;
640817 ;4;6;
640817 ;6;6;
640817 ;7;6;
640817 ;8;6;
640817 ;9;6;
640817 ;10;6;
640817 ;11;6;
640817 ;12;6;
640902 ;1;0;1.84
640902 ;2;0;0.86
640902 ;3;0;1.21
640902 ;4;0;1.08
640968 ;1;0;0.74
640968 ;2;0;1.08
640968 ;3;0;4.74
640968 ;4;6;
640968 ;5;6;
640968 ;6;6;
640968 ;7;6;
640968 ;8;6;
641786 ;1;0;0.81
641786 ;2;0;0.85
641786 ;3;0;0.89
641786 ;4;0;0.79
642320 ;1;0;1.27
642320 ;2;0;1.99
642320 ;3;0;1.59
642320 ;4;0;1.28
642508 ;1;0;1.3
642508 ;2;0;0.34
642508 ;3;0;0.32
642508 ;4;0;1.73
642508 ;5;0;0.3
