idp;a;veget5
855856 ;19;A
855964 ;7;M
855964 ;9;M
855964 ;10;M
855964 ;15;M
855964 ;19;M
855966 ;2;M
855966 ;13;M
855966 ;17;A
855984 ;1;6
856056 ;16;M
856064 ;2;M
856121 ;1;M
856121 ;3;M
856121 ;4;M
856165 ;9;A
856207 ;3;A
856227 ;8;M
856227 ;19;M
856396 ;1;M
856396 ;2;T
856403 ;9;M
856403 ;22;M
856427 ;5;M
856572 ;3;M
856572 ;12;M
856572 ;15;M
856572 ;29;M
856572 ;33;M
856580 ;6;M
856584 ;2;M
856584 ;5;M
856603 ;26;6
856618 ;2;M
856624 ;15;A
856707 ;8;A
856707 ;9;A
856734 ;4;M
856734 ;9;M
856734 ;11;M
856734 ;13;M
856745 ;2;M
856745 ;6;M
856789 ;7;N
856789 ;8;N
856789 ;9;N
856789 ;10;N
856789 ;11;N
856789 ;20;N
856789 ;24;N
856789 ;31;N
856789 ;32;N
856789 ;35;N
856792 ;4;M
856792 ;13;A
856799 ;10;M
856799 ;18;A
856799 ;19;A
856799 ;20;A
856799 ;22;A
856929 ;6;M
856929 ;13;M
856929 ;15;M
856929 ;16;M
856930 ;13;M
856946 ;2;M
856976 ;2;M
856976 ;4;M
856999 ;8;M
857058 ;11;6
857060 ;3;6
857060 ;4;6
857124 ;3;6
857124 ;6;6
857124 ;13;A
857124 ;19;A
857177 ;22;T
857177 ;23;T
857305 ;6;M
857323 ;12;M
857323 ;13;M
857328 ;1;M
857328 ;2;M
857394 ;14;M
857510 ;4;M
857510 ;6;A
857535 ;1;M
857535 ;7;M
857535 ;10;M
857535 ;15;M
857546 ;8;T
857546 ;11;M
857547 ;2;A
857547 ;14;A
857576 ;1;M
857623 ;14;N
857623 ;18;N
857692 ;1;A
857692 ;2;A
857692 ;8;M
857692 ;12;M
857692 ;16;M
857703 ;9;T
857703 ;10;M
857703 ;18;M
857703 ;22;M
857745 ;2;M
857745 ;9;A
857745 ;11;M
857807 ;4;M
857807 ;6;M
857807 ;9;M
857807 ;14;M
857807 ;16;M
857807 ;22;M
857807 ;29;M
857807 ;30;M
857807 ;32;M
857807 ;35;M
857818 ;14;M
857818 ;18;M
857818 ;30;M
857818 ;32;M
857832 ;9;M
857854 ;6;M
857854 ;9;M
857854 ;10;M
858010 ;9;A
858023 ;5;M
858028 ;18;M
858034 ;7;M
858034 ;17;M
858037 ;6;M
858096 ;7;M
858115 ;4;6
858115 ;6;6
858115 ;10;6
858115 ;19;6
858158 ;5;T
858232 ;9;A
858232 ;16;M
858235 ;11;M
858237 ;7;N
858245 ;3;N
858245 ;4;N
858245 ;6;M
858245 ;8;A
858245 ;13;M
858245 ;23;M
858245 ;26;M
858267 ;1;M
858282 ;2;M
858282 ;3;M
858282 ;8;M
858282 ;10;M
858282 ;14;M
858282 ;15;M
858282 ;22;M
858282 ;28;M
858361 ;3;M
858375 ;1;M
858375 ;12;M
858398 ;9;A
858398 ;15;M
858511 ;13;M
858527 ;3;M
858540 ;9;M
858544 ;5;M
858560 ;11;M
858560 ;17;A
858594 ;2;M
858594 ;3;M
858594 ;8;M
858594 ;12;M
858594 ;13;M
858594 ;14;M
858594 ;15;M
858601 ;2;M
858601 ;15;M
858601 ;17;M
858601 ;19;M
858601 ;20;M
858681 ;3;M
858683 ;1;M
858683 ;5;M
858683 ;9;M
858707 ;15;A
858818 ;6;T
858883 ;1;A
858883 ;6;M
858883 ;12;M
858883 ;20;M
858923 ;10;A
858938 ;29;M
858994 ;13;M
859010 ;13;M
859010 ;15;M
859057 ;11;M
859128 ;7;M
859260 ;3;M
859260 ;13;M
859276 ;3;M
859329 ;2;M
859329 ;3;M
859329 ;4;M
859329 ;5;M
859329 ;7;M
859329 ;8;M
859329 ;9;M
859329 ;10;M
859329 ;11;A
859329 ;12;A
859329 ;13;A
859329 ;14;M
859329 ;18;M
859329 ;27;M
859329 ;28;M
859329 ;31;M
859329 ;32;M
859342 ;5;M
859342 ;10;M
859350 ;17;A
859398 ;5;M
859414 ;15;M
859505 ;1;A
859538 ;2;M
859538 ;14;M
859538 ;15;M
859538 ;16;M
859538 ;17;M
859538 ;18;M
859538 ;20;M
859538 ;21;M
859538 ;23;M
859576 ;2;M
859579 ;1;6
859579 ;2;6
859579 ;14;6
859614 ;2;N
859635 ;1;M
859635 ;5;M
859635 ;7;A
859635 ;14;M
859635 ;15;M
859635 ;17;M
859635 ;18;M
859635 ;29;A
859657 ;5;6
859657 ;6;6
859657 ;12;6
859657 ;18;6
859657 ;19;6
859657 ;20;6
859657 ;21;6
859657 ;22;6
859657 ;23;6
859668 ;10;A
859668 ;13;A
859678 ;1;M
859678 ;5;N
859704 ;2;A
859704 ;9;M
859704 ;10;M
859842 ;5;M
859901 ;3;M
859901 ;10;M
859934 ;17;M
859973 ;6;M
859973 ;7;M
859973 ;12;M
859973 ;23;M
860068 ;1;6
860130 ;3;M
860153 ;6;A
860198 ;2;M
860198 ;13;M
860198 ;14;M
860207 ;11;M
860207 ;14;M
860291 ;1;A
860291 ;13;M
860291 ;14;M
860360 ;13;M
860369 ;1;M
860369 ;3;M
860377 ;5;A
860450 ;1;M
860450 ;5;M
860450 ;20;M
860450 ;22;M
860450 ;25;M
860460 ;5;M
860460 ;13;M
860460 ;15;M
860460 ;17;M
860460 ;18;M
860470 ;1;6
860470 ;2;6
860532 ;9;M
860532 ;11;T
860532 ;12;M
860603 ;2;M
860603 ;4;M
860605 ;11;M
860605 ;12;M
860605 ;14;M
860692 ;3;M
860692 ;4;N
860692 ;5;M
860692 ;6;T
860692 ;7;M
860692 ;8;M
860692 ;15;M
860692 ;17;N
860692 ;19;M
860692 ;21;N
860692 ;22;M
860692 ;23;M
860692 ;24;N
860729 ;3;M
860768 ;10;N
860768 ;13;N
860816 ;2;M
860858 ;6;6
860858 ;7;6
860858 ;11;6
860858 ;13;6
860858 ;16;6
860900 ;14;M
860952 ;17;M
860983 ;3;M
861007 ;5;M
861007 ;11;M
861020 ;2;M
861020 ;5;M
861020 ;10;M
861020 ;13;M
861020 ;15;M
861049 ;4;A
861071 ;4;M
861071 ;5;T
861071 ;6;T
861071 ;9;T
861071 ;10;M
861104 ;12;M
861150 ;4;M
861150 ;13;M
861234 ;4;A
861234 ;17;M
861250 ;8;M
861250 ;9;M
861250 ;15;M
861264 ;22;M
861265 ;4;M
861265 ;9;M
861265 ;11;M
861281 ;2;6
861412 ;4;M
861412 ;5;M
861412 ;6;M
861412 ;7;M
861412 ;14;M
861494 ;4;6
861507 ;1;M
861507 ;6;6
861535 ;12;M
861544 ;2;M
861569 ;3;A
861569 ;4;A
861569 ;23;A
861569 ;27;A
861572 ;7;M
861611 ;8;M
861611 ;15;M
861611 ;20;M
861627 ;1;M
861635 ;16;M
861692 ;1;A
861720 ;6;N
861720 ;7;N
861720 ;8;N
861732 ;18;M
861737 ;11;M
861737 ;13;M
861737 ;14;M
861737 ;20;M
861737 ;32;M
861737 ;33;M
861737 ;37;A
861823 ;14;M
861823 ;19;M
861823 ;25;M
861823 ;26;M
861831 ;14;A
861857 ;7;M
861885 ;8;M
861885 ;9;M
861936 ;2;M
861936 ;4;M
861936 ;8;M
861936 ;9;M
861936 ;11;M
861936 ;12;M
861936 ;25;M
861936 ;26;M
861936 ;28;M
861936 ;29;M
862017 ;2;A
862017 ;7;A
862017 ;16;M
862079 ;1;A
862079 ;10;A
862079 ;12;T
862120 ;15;M
862137 ;9;M
862291 ;6;M
862291 ;9;M
862291 ;11;M
862291 ;14;M
862338 ;4;M
862376 ;12;N
862376 ;17;N
862423 ;11;M
862439 ;1;A
862439 ;3;M
862498 ;9;T
862498 ;23;T
862539 ;5;A
862574 ;1;M
862657 ;5;A
862668 ;14;M
862668 ;25;6
862678 ;12;M
862678 ;21;M
862720 ;2;M
862721 ;4;M
862721 ;5;M
862737 ;8;A
862782 ;1;A
862782 ;2;A
862785 ;3;M
862858 ;3;A
862858 ;10;M
862891 ;2;M
862891 ;5;A
862932 ;4;M
862934 ;4;N
862934 ;6;N
862943 ;3;M
862986 ;1;M
862989 ;2;M
863006 ;11;M
863014 ;17;M
863017 ;6;M
863024 ;26;M
863096 ;2;M
863096 ;9;M
863096 ;13;M
863096 ;16;M
863115 ;1;M
863173 ;15;N
863173 ;22;M
863173 ;27;M
863173 ;31;M
863173 ;32;M
863173 ;33;M
863270 ;11;M
863281 ;12;M
863281 ;14;M
863281 ;22;M
863281 ;23;A
863281 ;26;A
863281 ;32;M
863282 ;11;M
863282 ;16;M
863282 ;17;M
863282 ;21;M
863285 ;2;M
863375 ;5;A
863375 ;8;M
863375 ;15;A
863375 ;20;A
863411 ;6;M
863444 ;8;M
863511 ;3;M
863511 ;6;M
863523 ;7;M
863549 ;1;M
863549 ;4;M
863549 ;5;M
863601 ;9;M
863601 ;12;M
863601 ;13;M
863601 ;16;M
863601 ;20;M
863618 ;17;M
863639 ;18;M
863640 ;1;6
863640 ;10;M
863640 ;18;M
863640 ;20;M
863640 ;21;M
863640 ;23;M
863640 ;25;M
863640 ;27;M
863640 ;32;M
863640 ;36;6
863640 ;37;6
863640 ;43;6
863640 ;45;6
863765 ;6;M
863797 ;1;M
863797 ;2;M
863797 ;3;M
863915 ;11;A
863915 ;17;A
863915 ;18;A
863935 ;14;N
863947 ;13;M
863947 ;14;M
863949 ;5;M
863949 ;6;M
863949 ;10;A
863949 ;11;A
863949 ;23;M
863975 ;2;M
863975 ;9;M
864031 ;2;M
864031 ;3;M
864048 ;2;M
864048 ;12;M
864048 ;13;M
864062 ;15;M
864078 ;9;6
864103 ;4;M
864269 ;2;M
864269 ;20;A
864269 ;30;M
864296 ;19;M
864298 ;8;M
864303 ;7;M
864303 ;8;A
864303 ;11;A
864303 ;19;M
864324 ;3;M
864332 ;5;6
864332 ;19;M
864385 ;1;M
864385 ;5;M
864385 ;16;M
864401 ;1;A
864401 ;4;A
864404 ;1;M
864404 ;3;M
864404 ;4;M
864404 ;6;M
864404 ;19;M
864408 ;9;M
864408 ;17;M
864490 ;10;M
864493 ;7;M
864493 ;9;M
864493 ;10;M
864493 ;14;M
864493 ;16;M
864493 ;18;M
864493 ;20;M
864543 ;6;M
864572 ;4;M
864572 ;15;M
864609 ;1;M
864609 ;4;M
864609 ;5;M
864609 ;6;M
864609 ;7;M
864609 ;8;M
864609 ;9;M
864609 ;17;M
864609 ;19;M
864612 ;8;A
864612 ;17;M
864655 ;8;M
864693 ;5;T
864693 ;11;T
864694 ;2;M
864720 ;2;M
864720 ;11;M
864720 ;13;M
864720 ;14;M
864720 ;15;M
864780 ;12;M
864796 ;10;T
864800 ;1;M
864800 ;2;M
864800 ;4;M
864800 ;15;M
864808 ;17;M
864836 ;6;M
864836 ;14;M
864836 ;16;M
864836 ;17;M
864836 ;23;M
864843 ;13;M
864904 ;2;M
864904 ;3;M
864904 ;4;M
864938 ;2;M
864938 ;5;M
864938 ;8;T
864940 ;11;M
864940 ;12;M
864940 ;13;T
864940 ;16;M
864940 ;17;N
864940 ;18;N
864940 ;20;N
864940 ;21;N
864940 ;22;N
864940 ;23;T
864996 ;1;M
864996 ;11;M
865054 ;7;T
865072 ;8;M
865072 ;13;M
865075 ;8;A
865086 ;5;M
865086 ;12;M
865086 ;15;M
865086 ;17;M
865086 ;25;N
865096 ;10;M
865154 ;28;M
865160 ;9;6
865160 ;11;A
865160 ;12;M
865160 ;13;M
865160 ;14;A
865160 ;15;A
865163 ;11;M
865200 ;1;A
865200 ;5;M
865200 ;11;M
865200 ;17;M
865200 ;18;A
865200 ;19;M
865202 ;5;6
865223 ;1;6
865302 ;1;M
865319 ;8;M
865319 ;9;M
865420 ;1;M
865423 ;4;M
865602 ;7;M
865633 ;1;M
865633 ;7;M
865633 ;8;M
865652 ;14;M
865669 ;4;M
865669 ;5;M
865669 ;13;6
865696 ;2;6
865696 ;13;6
865757 ;12;M
865758 ;1;A
865758 ;11;M
865771 ;7;M
865836 ;6;M
865836 ;26;T
865876 ;12;6
865876 ;21;6
865879 ;3;M
865879 ;13;M
865879 ;22;M
865940 ;6;M
866014 ;7;M
866014 ;13;M
866163 ;11;M
866189 ;7;M
866189 ;18;M
866218 ;6;6
866235 ;18;T
866265 ;3;M
866300 ;2;6
866300 ;15;6
866308 ;7;A
866308 ;12;A
866355 ;4;M
866377 ;12;M
866416 ;3;M
866416 ;5;M
866416 ;11;M
866416 ;14;M
866416 ;16;M
866416 ;17;M
866416 ;19;M
866416 ;21;M
866416 ;22;M
866416 ;23;M
866416 ;28;M
866416 ;30;M
866468 ;5;M
866512 ;5;M
866535 ;22;M
866535 ;35;M
866535 ;36;M
866535 ;37;M
866542 ;6;M
866542 ;9;M
866542 ;10;M
866556 ;1;A
866556 ;7;M
866556 ;9;T
866556 ;12;M
866556 ;13;M
866556 ;14;M
866556 ;18;M
866556 ;19;M
866556 ;25;M
866577 ;3;M
866601 ;1;M
866601 ;10;M
866601 ;11;M
866756 ;7;M
866756 ;8;M
866756 ;10;M
866756 ;11;M
866756 ;12;M
866756 ;13;M
866830 ;14;M
866830 ;16;T
866830 ;17;M
866830 ;18;M
866849 ;6;M
866860 ;7;A
866921 ;4;M
866921 ;15;M
866921 ;16;M
866921 ;44;M
867034 ;5;6
867052 ;5;6
867053 ;7;N
867180 ;2;M
867256 ;2;M
867256 ;5;T
867256 ;8;T
867256 ;12;A
867257 ;2;M
867257 ;7;T
867257 ;13;M
867257 ;17;T
867273 ;1;M
867273 ;4;M
867273 ;5;M
867273 ;6;M
867273 ;14;M
867273 ;16;M
867273 ;21;M
867273 ;23;M
867273 ;24;M
867282 ;1;A
867346 ;4;A
867353 ;1;M
867388 ;8;M
867388 ;10;M
867388 ;17;M
867505 ;14;6
867526 ;1;M
867526 ;10;M
867537 ;2;M
867537 ;3;M
867537 ;8;M
867610 ;4;6
867610 ;11;6
867623 ;1;M
867623 ;2;N
867623 ;9;N
867661 ;1;M
867661 ;2;M
867661 ;3;M
867661 ;5;M
867661 ;6;A
867661 ;8;M
867661 ;9;M
867661 ;12;M
867661 ;15;M
867661 ;16;M
867661 ;20;M
867718 ;15;A
867806 ;11;M
867879 ;7;M
867905 ;2;M
867905 ;5;M
867940 ;2;M
867940 ;4;M
867940 ;5;M
867940 ;6;M
867940 ;7;M
867977 ;13;A
867977 ;17;A
867997 ;16;M
868006 ;8;M
868006 ;9;M
868010 ;13;N
868026 ;7;6
868026 ;21;6
868026 ;25;6
868026 ;31;6
868029 ;9;M
868029 ;18;M
868052 ;10;M
868093 ;12;M
868094 ;17;M
868094 ;20;M
868147 ;2;M
868147 ;3;M
868147 ;4;M
868147 ;5;M
868147 ;10;M
868147 ;13;M
868147 ;14;M
868147 ;20;M
868147 ;26;M
868220 ;6;A
868220 ;7;A
868220 ;8;A
868241 ;3;M
868241 ;4;6
868241 ;5;M
868241 ;11;M
868241 ;12;M
868241 ;20;M
868241 ;22;M
868322 ;7;6
868322 ;20;6
868336 ;14;M
868379 ;1;M
868404 ;1;M
868434 ;10;M
868456 ;1;M
868456 ;2;M
868456 ;4;T
868456 ;8;A
868473 ;17;T
868473 ;28;M
868473 ;31;M
868475 ;3;M
868475 ;9;M
868489 ;2;M
868489 ;3;M
868489 ;4;M
868489 ;5;M
868489 ;7;M
868489 ;10;M
868489 ;12;M
868489 ;14;M
868489 ;15;M
868489 ;16;M
868489 ;17;M
868489 ;18;M
868489 ;19;M
868489 ;22;M
868489 ;23;M
868489 ;24;M
868489 ;27;M
868489 ;31;M
868489 ;33;M
868489 ;35;M
868489 ;37;M
868557 ;7;M
868557 ;10;M
868557 ;14;M
868557 ;15;M
868557 ;16;M
868557 ;20;M
868571 ;3;M
868630 ;9;A
868636 ;4;M
868636 ;5;M
868636 ;6;M
868664 ;3;M
868664 ;9;6
868664 ;15;6
868664 ;18;6
868664 ;23;6
868664 ;29;M
868675 ;4;M
868675 ;5;M
868675 ;10;M
868733 ;7;M
868770 ;2;A
868770 ;16;M
868778 ;1;M
868778 ;10;M
868877 ;2;M
868877 ;8;M
868883 ;10;M
868887 ;2;A
868894 ;16;A
868899 ;8;M
868903 ;4;M
868903 ;7;M
868903 ;10;M
868903 ;14;M
868903 ;15;M
868903 ;27;M
868903 ;29;M
868903 ;31;M
868921 ;14;T
869050 ;5;M
869050 ;8;N
869050 ;14;M
869052 ;3;M
869052 ;15;M
869066 ;10;A
869069 ;2;M
869077 ;3;A
869092 ;10;A
869092 ;12;M
869092 ;15;M
869128 ;4;T
869175 ;2;M
869180 ;12;M
869182 ;11;N
869184 ;10;M
869186 ;7;M
869186 ;9;M
869186 ;14;M
869186 ;18;M
869205 ;11;M
869209 ;9;M
869209 ;10;M
869209 ;11;M
869209 ;24;M
869209 ;29;M
869263 ;17;M
869281 ;6;M
869281 ;7;M
869320 ;16;M
869411 ;16;M
869415 ;8;M
869466 ;7;M
869466 ;9;M
869466 ;12;M
869499 ;1;M
869501 ;20;M
869506 ;15;6
869526 ;6;M
869526 ;15;M
869546 ;3;M
869579 ;11;M
869596 ;6;M
869596 ;16;M
869669 ;5;M
869692 ;11;M
869713 ;12;M
869759 ;1;6
869759 ;10;6
869959 ;2;M
869959 ;3;M
869959 ;19;M
869965 ;6;M
869965 ;11;N
870078 ;9;M
870078 ;16;M
870084 ;23;6
870111 ;13;6
870118 ;11;M
870171 ;11;M
870222 ;11;M
870247 ;7;A
870275 ;7;M
870275 ;8;M
870275 ;10;N
870275 ;11;M
870275 ;12;M
870275 ;14;M
870278 ;17;M
870278 ;18;M
870388 ;9;M
870388 ;12;M
870388 ;13;M
870388 ;16;M
870388 ;18;M
870388 ;23;M
870388 ;28;M
870411 ;1;A
870411 ;8;A
870424 ;5;M
870424 ;6;M
870424 ;9;M
870424 ;20;M
870424 ;21;M
870466 ;4;A
870473 ;1;M
870473 ;16;M
870487 ;9;A
870527 ;4;M
870554 ;9;M
870554 ;18;M
870603 ;6;A
870603 ;14;M
870603 ;25;A
870643 ;9;M
870643 ;12;M
870643 ;20;N
870693 ;4;M
870761 ;12;A
870790 ;36;N
870798 ;6;M
870798 ;7;M
870798 ;10;M
870798 ;13;M
870868 ;4;M
870868 ;5;M
870876 ;3;M
870876 ;10;M
870876 ;16;M
870876 ;18;A
870876 ;19;M
870876 ;22;M
870876 ;26;M
870876 ;31;A
870876 ;32;M
870883 ;2;A
870890 ;4;M
870896 ;2;T
870900 ;7;M
870900 ;8;M
870900 ;11;M
870900 ;14;M
870999 ;14;A
871038 ;5;M
871038 ;9;M
871038 ;10;M
871067 ;6;6
871067 ;12;6
871067 ;15;M
871135 ;5;M
871135 ;10;M
871135 ;12;M
871135 ;20;M
871135 ;23;M
871135 ;24;M
871135 ;29;M
871135 ;30;M
871186 ;6;6
871186 ;9;6
871214 ;19;M
871214 ;21;M
871268 ;4;M
871268 ;5;M
871287 ;4;6
871287 ;5;6
871287 ;6;6
871292 ;8;M
871292 ;14;M
871327 ;13;M
871375 ;3;M
871375 ;10;M
871375 ;26;M
871375 ;32;M
871414 ;1;M
871414 ;8;M
871414 ;9;M
871458 ;3;M
871458 ;4;M
871458 ;22;M
871458 ;24;M
871468 ;5;M
871468 ;8;M
871468 ;13;M
871549 ;1;M
871549 ;6;A
871549 ;11;M
871549 ;13;6
871549 ;14;6
871549 ;23;M
871575 ;7;T
871586 ;7;A
871598 ;13;A
871610 ;4;M
871610 ;6;M
871610 ;10;M
871620 ;5;M
871719 ;9;M
871719 ;11;M
871719 ;26;T
871802 ;4;6
871802 ;7;6
871840 ;1;M
871840 ;3;M
871840 ;14;M
871871 ;9;A
871871 ;10;M
871871 ;19;M
871874 ;3;6
871874 ;4;6
871874 ;13;6
871874 ;14;6
872046 ;9;N
872046 ;11;N
872050 ;13;6
872050 ;18;7
872058 ;10;N
872066 ;2;M
872066 ;10;A
872177 ;2;A
872177 ;7;A
872177 ;8;M
872342 ;1;M
872342 ;12;M
872342 ;13;M
872423 ;12;A
872423 ;14;M
872423 ;17;M
872423 ;18;M
872423 ;24;M
872431 ;6;M
872431 ;7;M
872431 ;10;M
872431 ;12;M
872431 ;14;M
872431 ;17;M
872435 ;5;A
872435 ;10;M
872437 ;9;M
872437 ;10;M
872437 ;11;M
872437 ;12;M
872437 ;14;N
872480 ;3;M
872480 ;5;M
872480 ;15;M
872502 ;4;M
872502 ;6;M
872525 ;2;N
872620 ;8;M
872620 ;10;M
872760 ;17;M
872825 ;4;6
872825 ;13;M
872825 ;17;T
872825 ;27;M
872825 ;29;T
872834 ;6;M
872846 ;11;M
872846 ;12;M
872903 ;7;M
872903 ;11;M
872903 ;12;M
872908 ;3;M
872908 ;10;M
872908 ;11;M
872908 ;13;M
872908 ;14;M
872908 ;18;M
872908 ;19;M
872908 ;20;M
872908 ;21;M
872908 ;23;M
872908 ;24;M
872970 ;1;N
872970 ;16;N
872970 ;18;N
872970 ;28;N
872970 ;30;N
872998 ;3;M
872998 ;10;M
872998 ;20;M
873046 ;17;M
873046 ;18;T
873124 ;1;6
873124 ;2;6
873124 ;3;6
873124 ;4;6
873124 ;6;6
873124 ;16;6
873124 ;17;6
873139 ;1;M
873139 ;32;A
873143 ;3;M
873143 ;18;A
873148 ;6;M
873156 ;1;M
873156 ;5;M
873156 ;11;M
873156 ;13;M
873156 ;22;M
873156 ;27;M
873162 ;1;M
873162 ;14;A
873162 ;17;M
873162 ;18;M
873166 ;2;M
873166 ;3;A
873166 ;5;A
873166 ;6;A
873166 ;7;A
873173 ;5;M
873248 ;11;6
873250 ;1;M
873294 ;6;A
873302 ;6;M
873302 ;7;M
873302 ;20;M
873302 ;21;M
873319 ;1;M
873319 ;2;M
873319 ;3;M
873319 ;11;M
873340 ;4;A
873340 ;11;A
873340 ;13;A
873340 ;14;M
873356 ;5;M
873356 ;6;M
873356 ;16;N
873356 ;17;N
873356 ;18;N
873376 ;11;M
873376 ;16;M
873376 ;25;M
873411 ;10;M
873411 ;11;M
873411 ;13;A
873421 ;1;M
873421 ;11;M
873479 ;8;M
873479 ;32;M
873479 ;33;M
873479 ;34;T
873493 ;17;M
873506 ;5;A
873507 ;3;M
873589 ;7;M
873607 ;16;M
873707 ;4;M
873714 ;15;M
873742 ;14;6
873826 ;14;A
873826 ;19;M
873851 ;18;A
873851 ;24;M
873855 ;13;M
873980 ;4;M
873980 ;7;A
873980 ;11;M
874029 ;1;M
874029 ;2;M
874029 ;3;M
874029 ;24;M
874083 ;1;M
874127 ;1;M
874127 ;10;M
874127 ;18;M
874127 ;24;M
874127 ;26;M
874146 ;2;N
874146 ;4;N
874146 ;5;N
874146 ;13;M
874174 ;5;T
874188 ;15;A
874188 ;16;A
874207 ;13;A
874229 ;22;A
874252 ;4;M
874252 ;24;M
874312 ;8;M
874471 ;4;M
874471 ;6;M
874471 ;17;M
874504 ;4;M
874504 ;6;M
874504 ;10;M
874504 ;11;M
874724 ;7;6
874802 ;18;T
874819 ;4;M
874854 ;8;M
874854 ;9;M
874904 ;11;A
874956 ;3;M
875030 ;2;M
875133 ;5;6
875211 ;21;M
875211 ;22;M
875291 ;10;M
875321 ;20;M
875344 ;5;M
875344 ;7;A
875408 ;8;A
875441 ;8;M
875450 ;8;M
875493 ;5;M
875493 ;9;M
875493 ;17;M
875493 ;19;M
875521 ;8;M
875521 ;12;A
875531 ;3;A
875571 ;2;M
875656 ;8;M
875657 ;8;M
875703 ;16;M
875711 ;16;M
875784 ;9;M
875863 ;3;A
875863 ;4;M
875979 ;3;M
875987 ;5;T
875987 ;13;M
875997 ;13;M
876031 ;6;M
876109 ;6;M
876209 ;2;M
876209 ;23;M
876262 ;5;6
876268 ;12;M
876315 ;20;A
876332 ;12;A
876332 ;15;M
876431 ;8;M
876431 ;9;M
876440 ;15;A
876478 ;3;M
876478 ;4;M
876478 ;10;M
876478 ;14;M
876478 ;15;M
876478 ;16;M
876478 ;18;M
876478 ;19;M
876478 ;21;M
876478 ;23;M
876523 ;8;M
876523 ;12;M
876540 ;5;A
876540 ;13;6
876580 ;4;A
876583 ;11;A
876583 ;19;A
876589 ;5;M
876600 ;6;M
876600 ;7;M
876603 ;5;M
876638 ;2;M
876638 ;4;M
876638 ;5;M
876638 ;6;M
876638 ;11;M
876713 ;1;M
876713 ;2;M
876713 ;3;M
876713 ;4;M
876713 ;5;M
876713 ;6;M
876713 ;8;M
876713 ;9;M
876713 ;10;M
876713 ;11;M
876713 ;12;M
876713 ;13;M
876713 ;14;M
876713 ;17;M
876713 ;18;M
876725 ;9;A
876798 ;6;6
876798 ;13;M
876800 ;4;A
876821 ;1;T
876848 ;2;M
876891 ;1;6
876891 ;2;N
876891 ;5;M
876893 ;12;M
876919 ;19;T
876919 ;22;M
876919 ;26;M
876930 ;8;M
876930 ;9;M
876930 ;11;M
876930 ;12;M
876930 ;13;M
876930 ;20;M
876930 ;22;M
876930 ;25;M
876930 ;27;M
876939 ;2;M
876939 ;6;M
876939 ;7;M
876939 ;23;M
876939 ;24;M
877017 ;9;N
877023 ;4;M
877095 ;2;A
877095 ;3;A
877095 ;6;A
877095 ;12;M
877095 ;13;M
877107 ;12;M
877119 ;3;A
877125 ;4;6
877125 ;5;6
877125 ;15;6
877125 ;19;6
877157 ;1;M
877157 ;3;M
877171 ;18;M
877171 ;25;A
877197 ;6;M
877240 ;7;M
877243 ;2;M
877243 ;15;M
877248 ;14;T
877274 ;3;M
877274 ;5;M
877277 ;2;M
877277 ;9;T
877277 ;12;M
877277 ;14;6
877277 ;15;T
877295 ;5;N
877301 ;2;M
877301 ;3;M
877301 ;4;M
877301 ;5;M
877301 ;14;M
877301 ;15;M
877319 ;13;M
877369 ;4;M
877370 ;6;M
877370 ;13;M
877370 ;33;M
877396 ;12;M
877524 ;2;A
877524 ;12;M
877538 ;10;M
877578 ;3;A
877578 ;4;6
877605 ;10;M
877605 ;14;M
877606 ;12;M
877607 ;20;M
877607 ;22;M
877607 ;25;M
877607 ;27;M
877641 ;7;M
877672 ;8;M
877672 ;18;M
877739 ;9;M
877754 ;8;A
877754 ;9;A
877754 ;10;A
877754 ;11;A
877754 ;13;A
877754 ;16;A
877754 ;17;A
877758 ;1;T
877758 ;4;M
877818 ;2;M
877841 ;10;M
877845 ;22;A
877885 ;2;M
877935 ;10;A
877942 ;16;M
877959 ;4;M
877959 ;13;M
877959 ;14;6
877959 ;19;6
877959 ;21;6
877991 ;7;M
877991 ;8;M
878051 ;9;A
878051 ;13;M
878051 ;14;M
878138 ;2;M
878138 ;5;M
878138 ;10;M
878138 ;13;M
878138 ;15;M
878138 ;18;M
878138 ;19;M
878138 ;21;M
878138 ;24;M
878138 ;26;M
878138 ;27;M
878138 ;28;M
878138 ;29;M
878138 ;31;M
878138 ;33;M
878138 ;40;M
878138 ;42;M
878295 ;6;M
878429 ;4;A
878437 ;10;M
878453 ;3;M
878453 ;12;A
878453 ;16;M
878542 ;4;M
878556 ;6;6
878556 ;12;6
878580 ;2;6
878580 ;3;6
878580 ;5;6
878580 ;10;6
878580 ;11;6
878580 ;15;6
878580 ;16;6
878580 ;25;6
878580 ;27;6
878580 ;32;6
878580 ;36;6
878590 ;6;A
878590 ;7;M
878606 ;8;6
878682 ;3;M
878682 ;4;M
878704 ;7;M
878704 ;14;T
878704 ;19;M
878718 ;15;A
878723 ;9;M
878754 ;5;M
878769 ;15;M
878769 ;16;M
878769 ;17;M
878769 ;18;M
878769 ;19;M
878769 ;20;M
878791 ;3;A
878794 ;2;M
878794 ;8;M
878794 ;15;M
878794 ;24;M
878869 ;2;6
878869 ;3;6
878927 ;3;N
879003 ;8;M
879003 ;11;M
879003 ;13;M
879003 ;18;M
879042 ;13;A
879042 ;16;A
879106 ;2;M
879106 ;4;M
879106 ;6;M
879106 ;10;M
879186 ;2;M
879186 ;6;M
879212 ;13;T
879253 ;7;M
879254 ;3;6
879254 ;5;6
